Will train the discriminator...
Alpha: 5e-07
Beta: 0.02
Momentum: 0.9
Epochs: 100
Every: 10
Batch: 1
Inputs: assets/res/Arles
	assets/res/Paris
Seed Size: 100
Starting Epoch: 1050
Epoch 1050, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:02:33.30
Epoch 1051, gen loss = 0.6931440830230713, dis loss = 1.0064128637313843, 0:02:25.64
Epoch 1052, gen loss = 0.6931458115577698, dis loss = 1.0064095258712769, 0:02:24.46
Epoch 1053, gen loss = 0.6931443810462952, dis loss = 1.006414532661438, 0:02:23.59
Epoch 1054, gen loss = 0.6931433081626892, dis loss = 1.0064125061035156, 0:02:21.22
Epoch 1055, gen loss = 0.6931347846984863, dis loss = 1.0064324140548706, 0:02:23.02
Epoch 1056, gen loss = 0.6931040287017822, dis loss = 1.0064921379089355, 0:02:26.76
Epoch 1057, gen loss = 0.6931361556053162, dis loss = 1.006434440612793, 0:02:22.56
Epoch 1058, gen loss = 0.6931394338607788, dis loss = 1.006418228149414, 0:02:26.11
Epoch 1059, gen loss = 0.6931403875350952, dis loss = 1.0064213275909424, 0:02:23.80
Epoch 1060, gen loss = 0.6931425333023071, dis loss = 1.0064163208007812, 0:02:24.97
Epoch 1061, gen loss = 0.6931395530700684, dis loss = 1.006422996520996, 0:02:23.76
Epoch 1062, gen loss = 0.6931437849998474, dis loss = 1.0064122676849365, 0:02:22.22
Epoch 1063, gen loss = 0.6931441426277161, dis loss = 1.006414532661438, 0:02:14.53
Epoch 1064, gen loss = 0.6931445598602295, dis loss = 1.0064116716384888, 0:02:12.58
Epoch 1065, gen loss = 0.6931445598602295, dis loss = 1.0064120292663574, 0:02:15.82
Epoch 1066, gen loss = 0.6931426525115967, dis loss = 1.0064176321029663, 0:02:15.68
Epoch 1067, gen loss = 0.6931441426277161, dis loss = 1.0064125061035156, 0:02:19.95
Epoch 1068, gen loss = 0.6931450963020325, dis loss = 1.0064114332199097, 0:02:20.51
Epoch 1069, gen loss = 0.6931430697441101, dis loss = 1.0064150094985962, 0:02:26.30
Epoch 1070, gen loss = 0.6931453943252563, dis loss = 1.0064105987548828, 0:02:21.98
Epoch 1071, gen loss = 0.693140983581543, dis loss = 1.0064221620559692, 0:02:24.93
Epoch 1072, gen loss = 0.6931448578834534, dis loss = 1.0064109563827515, 0:02:24.88
Epoch 1073, gen loss = 0.6931450963020325, dis loss = 1.006411075592041, 0:02:23.23
Epoch 1074, gen loss = 0.6931449174880981, dis loss = 1.006412386894226, 0:02:24.48
Epoch 1075, gen loss = 0.6931446194648743, dis loss = 1.006411075592041, 0:02:23.19
Epoch 1076, gen loss = 0.6931437849998474, dis loss = 1.006414771080017, 0:02:26.55
Epoch 1077, gen loss = 0.6931438446044922, dis loss = 1.0064136981964111, 0:02:21.64
Epoch 1078, gen loss = 0.6931413412094116, dis loss = 1.0064221620559692, 0:02:26.74
Epoch 1079, gen loss = 0.6931425929069519, dis loss = 1.006416916847229, 0:02:23.74
Epoch 1080, gen loss = 0.6931376457214355, dis loss = 1.0064252614974976, 0:02:25.33
Epoch 1081, gen loss = 0.6931439638137817, dis loss = 1.0064127445220947, 0:02:23.38
Epoch 1082, gen loss = 0.6931450366973877, dis loss = 1.006413459777832, 0:02:22.84
Epoch 1083, gen loss = 0.6931419372558594, dis loss = 1.0064154863357544, 0:02:24.73
Epoch 1084, gen loss = 0.6931438446044922, dis loss = 1.0064141750335693, 0:02:21.87
Epoch 1085, gen loss = 0.6931443810462952, dis loss = 1.0064126253128052, 0:02:24.98
Epoch 1086, gen loss = 0.6931450963020325, dis loss = 1.0064115524291992, 0:02:23.90
Epoch 1087, gen loss = 0.6931407451629639, dis loss = 1.0064194202423096, 0:02:24.92
Epoch 1088, gen loss = 0.6931453347206116, dis loss = 1.006410002708435, 0:02:23.21
Epoch 1089, gen loss = 0.6931455135345459, dis loss = 1.0064103603363037, 0:02:24.85
Epoch 1090, gen loss = 0.6931455135345459, dis loss = 1.006410002708435, 0:02:21.38
Epoch 1091, gen loss = 0.6931451559066772, dis loss = 1.006410837173462, 0:02:23.59
